"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"119",358,55.7254892427602,37.5483505982544,"Moscow","Moscow","Moscow","Russia","Russian","1952, 1952, 1957, 1960, 1983, 1983, 1988, 1989, 1989, 1989, 1990, 1990, 1991, 1992, 1992, 1992, 1992, 1992, 1992, 1993, 1993, 1994, 1996, 1998, 1998, 2004, 2005, 2005, 2007, 2008, 2008, 2008, 2009, 2009, 2010, 2010, 2010, 2010, 2011, 2011, 2011, 2012, 2013, 2013, 2014, 2014, 2015, 2015, 2015, 2016, 2016, 2016, 2016, 2016, 2017, 2018, 2018, 2018, 2018, 2019, 2020, 2020, 2020, 2020",1950,"01/01/1950 00:00","",356,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Goslitizdat","1",NA,"","","Moscow edition of the Stanevich translation simultaneously published in St Petersburg; 1952(i) is with Goslitizdat; 1983(i), 1988, and 1989(i) with Pravda; 1989(ii), 1990(i), and 1994 with Khudozh; 1991 with Detskaja literatura; 1992(i) with Sovetskii pisatel'; 1992(ii) and 1998(i) with OLMA-PRESS; 1992(iii) with Dom; 1992(iv) with Knamenitaya kniga; 1992(v), 1992(vi), and 1993(i) with Korum; 1993(ii) with IPF Zeus; 1996 with Izvestia; 1998(ii), 2004, 2005(i), 2005(ii), 2007, 2008(i), 2008(ii), 2008(iii), 2009(i), 2009(ii), 2010(i), 2010(ii), 2011(i), 2011(ii), 2013(i), 2014(i), 2014(ii), 2015(i), 2015(ii), 2016(i), 2016(ii), 2016(iii), 2016(iv), 2016(v), 2018(i), 2018(ii), 2018(iii), 2018(iv), 2019, 2020(i), 2020(ii), 2020(iii), and 2020(iv) with Eksmo; 2010(iii), 2011(iii), 2013(ii) and 2015(iii) with RIPOL klassik; 2010(iv) with Profizdat; 2012 with Martin; 2017 with Pesochnye chasy. The following Moscow editions are by unknown translators, but most probably reprint the Stanevich text: 1952(ii) with Khud lit, 1957 with Vysheĭsh. Shk., 1960 with Izd-vo Pravda, 1983(ii) with Yuzhnaia Zvezda, 1989(iii) with Khudozhestvennaia literatura, and 1990(ii) with Detskaja literatura. This translation was much republished throughout the Soviet Union","",NA,""
"120",NA,59.9770696030009,30.3696447496601,"St Petersburg","St Petersburg","St Petersburg","Russia","Russian","1955, 1992, 2009, 2021",1950,"01/01/1950 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Goslitizdat: 2ja fabrika detskoj knigi Detgiza","",NA,"","","St Petersburg edition of the Stanevich translation published simultaneously in Moscow. Subsequent printings with the same publisher except: 1955 edition is with Lenizdat; 2009 with Leningradskoe izdatel'stvo; 2021 with Kacheli. This translation was much republished throughout the Soviet Union","",NA,""
"121",228,45.4402953902852,9.23667818896404,"Milan","Milan","Milan","Italy","Italian","1991, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2003, 2004, 2006, 2009, 2012, 2013",1951,"01/01/1951 00:00","",228,"G. Pozzo Galeazzi","Jane Eyre","Rizzoli","15",NA,"","","1991, 1995, 1996, 2004 editions are with the Fabbri imprint (Fabbri having previously been an independent publisher, taken over by Rizzoli in 1990). 1993 edition has intro by Oriana Palusci; Rizzoli 2006 edition has a Virginia Woolf essay as an introduction; 2013 is for Corriere della Sera","SBN",NA,""
"122",331,38.6605548344336,-9.21373321486994,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","1955, 1957, 1965, 1976",1951,"01/01/1951 00:00","",334,"Leyguarda Ferreira","O Grande Amor de Jane Eyre / The Great Love of Jane Eyre ","Romano Torres","5",NA,"","","Slightly abridged version","",NA,""
"123",378,44.8060660216847,20.5150021055564,"Belgrade","Belgrade","Belgrade","Serbia","Serbian","1953, 1964, 1965, 1966, 1967, 1971, 1973, 1976, 1978, 1980, 1986, 1990, 1994, 2011, 2012, 2014, 2016, 2017",1952,"01/01/1952 00:00","",377,"Radmila Todorović","Џејн Ејр / Jane Eyre ","Novo pokolenje","20",NA,"","","Also republished in Novi Sad (2012)","COBISS",NA,""
"124",429,41.334493356739,2.1516362346087,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1961",1952,"01/01/1952 00:00","",432,"Fernando M Ungría","Jane Eyre","Éxito","4",NA,"","","First Barcelona edition of the translation originally published in Buenos Aires in 1946. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","Ortega thesis (2013)",NA,""
"125",285,16.9241262392281,96.2808447642451,"Rangoon","Rangoon","Rangoon","Myanmar","Burmese","0",1953,"01/01/1953 00:00","",285,"Unknown","Gyain-è-yà / Jane Eyre ","Burma Translation Society","1",NA,"","","","WorldCat",NA,""
"126",90,48.8292448603805,2.33704397186061,"Paris","Paris","Paris","France","French","0",1953,"01/01/1953 00:00","",100,"Geneviève Nanteuil","Jane Eyre","Editions du Panthéon","1",NA,"","","","",NA,""
"127",NA,-22.9121424631901,-43.2978287793424,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Brazil ","Portuguese","1956",1953,"01/01/1953 00:00","",NA,"Unknown","Jane Eyre","Ebal","2",NA,"","","Graphic novel; published in two different periodicals: Maravilhosa (June 1953, no. 69) and Pequenina (June 1956, no. 27)","",NA,""
"128",NA,8.75581125112767,77.6620316619045,"Tirunelveli","Tirunelveli","Tirunelveli","India","Tamil","0",1953,"01/01/1953 00:00","",NA,"K. Appātturai","ஜேன் அயர் : உலகப் புகழ் பெற்ற நாவல் /  Jēn̲ Ayar : Ulakap pukal̲ per̲r̲a nāval / Jane Eyre: A World-Renowned Novel ","Tirunelvēlit Ten̲n̲intiya Cavacittānta Nūr̲patippuk Kal̲akam (South Indian Vegetarian Centenary Soceity of Tirunelvēli)","",NA,"","","Later expanded and republished in Chennai (2003)","",NA,""
"129",NA,25.0741998700362,121.503317856419,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1954,"01/01/1954 00:00","01/01/1954",NA,"Fang Li (李方)","简爱 / Jianai / Jane Eyre","Taipei Xinxing Press","",NA,"","","","",NA,""
"130",65,50.1984029321581,14.3569142159293,"Prague","Prague","Prague","Czech Republic","Czech","1957, 1991, 1994, 1998",1954,"01/01/1991 00:00","",65,"Jarmila Fastrová","Sirotek lowoodský / The Lowood Orphan","Mladá fronta","3",NA,"https://www.dropbox.com/s/kv5qvenomqhuk8g/1991%20Fastrov%C3%A1.jpg?dl=0","","1991 edition is with Albatross; 1994 with Český spisovatel; 1998 with X-Egem. Republished in Frýdek-Místek (2007)","",NA,""
"131",132,38.0087371171787,23.6648107349436,"Athens","Athens","Athens","Greece","Greek","0",1954,"01/01/1954 00:00","",132,"Sotiris Patatzē (Σ. Πατατζῆ)","Τζέην Ἔϋρ / Jane Eyre","Parthenōn (Παρθενών) ","1",NA,"https://www.dropbox.com/s/9niyatf03pwn1dz/1954_Patatz%C4%93.jpg?dl=0","","Source: National Library of Greece offline catalogue","NLG (National Library of Greece catalogue)",NA,""
"132",247,45.1561813496752,7.7260816980308,"Turin","Turin","Turin","Italy","Italian","1956, 1957, 66, 80, 98",1954,"01/01/1954 00:00","",247,"Virginia Galante Garrone","Jane Eyre","SAS","3",NA,"","","Abridged ('riduzione'). Later republished in Catania (1966)","SBN",NA,""
"133",258,35.6983987160287,139.831858658729,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1954,"01/01/1954 00:00","",257,"Yoichi Nakagawa","嵐の孤児: ジェーン・エア / Arashi no Koji / Orphan of the Storm – Jane Eyre","Kaiseisha","1",NA,"","","Adaptation","",NA,""
"134",NA,48.1909265338924,17.1180807802712,"Bratislava","Bratislava","Bratislava","Slovakia","Slovak","1964, 1985",1954,"","",NA,"Štefan Kýška","Jana Eyrová ","Mladé letá","",NA,"","","","",NA,""
"135",7,-34.4820638232506,-58.4237925550429,"Buenos Aires","Buenos Aires","Buenos Aires","Argentina","Spanish","1955, 1972, 2011, 2015",1954,"01/01/1954 00:00","",6,"Juan G. de Luaces","Jane Eyre","Espasa-Calpe Argentina","32",NA,"","","First Buenos Aires edition of the translation originally published in 1943 in Barcelona","",NA,""
"136",504,41.0117077171332,28.9651442113363,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1957, 1961, 1966, 1972, 1995",1954,"01/01/1954 00:00","",500,"Tahsin Yücel","Jane Eyre","Varlık Yayınevi","6",NA,"","","","National Library of Turkey",NA,""
"137",135,38.0189612260423,23.7470345009613,"Athens","Athens","Athens","Greece","Greek","0",1955,"01/01/1955 00:00","",135,"George Tarsatopoulou (Γιώργου Ταρσατόπουλου)","Τζέην Ἔϋρ: O Πυργος του πονου / Jane Eyre: The Tower of Pain","Romantso (Ρομάντσο)","2",NA,"https://www.dropbox.com/s/tmpex7vzzo8sztx/1955_Tarsatopoulou.JPG?dl=0","","1990 edition is with with Pella / Πέλλα","European Library Catalogue",NA,""
"138",261,35.7563545913695,139.75996544043,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1955,"01/01/1955 00:00","",260,"Tomoji Abe","ジエイン・エア / Jane Eyre","Kodansha","1",NA,"","","","",NA,""
"139",381,46.5348746306842,15.7485791855592,"Maribor","Maribor","Maribor","Slovenia","Slovenian","0",1955,"01/01/1955 00:00","",381,"France Borko & Ivan Dolenc","Sirota iz Lowooda / Orphan of Lowood ","Večer","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Slovenian/1955%20Borko%20%26%20Dolenc.emf?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Slovenian/1955%20Borko%20%26%20Dolenc.m4a?role=personal","","COBISS",NA,""
"140",80,30.0233087829764,31.2465295647713,"Cairo","Cairo","Cairo","Egypt","Arabic","0",1956,"01/01/1956 00:00","",77,"Ismāʻīl Kāmil","Jane Eyre / جین ایر  ","Kitābī Series","1",NA,"","","","",NA,""
"141",218,45.4729115234349,9.21797472938827,"Milan","Milan","Milan","Italy","Italian","1958, 1964",1956,"01/01/1956 00:00","",222,"D. L. C. Tenconi","Jane Eyre: romanzo / Jane Eyre: a novel","Boschi","3",NA,"","","Illustrated by Guido Bertello; collection 'Romanzi celebri'","SBN",NA,""
"142",243,41.8786492573401,12.5276948255684,"Rome","Rome","Rome","Italy","Italian","1965, 1973?, 1976, 1987, 1995, 1998, 2002, 2004, 2006, 2008, 2009, 2010, 2015",1956,"01/01/1956 00:00","",240,"L. Spaventa Filippi","Tre romanzi / Three Novels","R. Casini","14",NA,"","","By Anne, Emily and Charlotte; includes Agnes Grey, Wuthering Heights, Jane Eyre; ed by Lia Spaventa Filippi; intro by Maria Luisa Astaldi; collection 'I grandi maestri'. 1973? edn is JE only: Geneva, ES); 1976 is Tre romanzi: Rome, Casini; 1995 edition is of JE only: Biblioteca Economica Newton (Gaudio ref BNCF Marucelliana), with intro by Giuseppe Lombardo; repr. 1998, 2002; c. 1997 edn is the 3 novels; 2004, 2010, 2015 are pub Newton & Compton, Rome, with the Lombardo intro.; same again published by Societa Europea de Edizioni 2006; 2008 is the 3 novels (Rizzoli); 2009 is JE for Il giornale ","SBN; translator from Paola Gaudio who references CUBI",NA,""
"143",343,44.4121702034174,26.1295229657784,"Bucharest","Bucharest","Bucharest","Romania","Romanian","1966, 1970, 1972, 1991",1956,"01/01/1956 00:00","",343,"Paul B. Marian and Dumitru Mazilu","Jane Eyre","Editura de Stat pentru Literatură şi Artă","5",NA,"","","Later republished in Chișinău, Moldova (2004)","WorldCat",NA,""
"144",NA,43.2338882039866,76.9262093441673,"Alma-Ata","Almaty","Almaty","Kazakhstan","Russian","0",1956,"01/01/1956 00:00","",NA,"V. O. Stanevich","Джен Эйр  / Dzhen Eĭr / Jane Eyre","Kazgoslitizdat","",NA,"","","First Alma-Ata edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"145",537,50.5347477399723,30.4758781585954,"Kiev","Kiev","Kiev","Ukraine","Russian","0",1956,"01/01/1956 00:00","",535,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Radi︠a︡nsʹkyĭ pisʹmennyk","1",NA,"","","First Kiev edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"146",428,41.3563742867493,2.21129513786476,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",1956,"01/01/1956 00:00","",431,"Elena García Ortiz","Jane Eyre","Fama","1",NA,"","","Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","Ortega thesis (2013)",NA,""
"147",NA,55.6895463806495,12.5176572514345,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","1963, 1965, 1971(i), 1971(ii), 1978, 1984, 1987, 2011",1957,"01/01/1957 00:00","",NA,"Aslaug Mikkelsen","Jane Eyre","Unknown","8",NA,"","","The 1963 edition is with Spectator; 1965 and 1978 are with Det Danske Forlag; 1971 is with Edito (Verdenslitteraturens Perler); a second 1971 edition is with Danske Forlag, Nyt Dansk; 1984 and 1987 are with Nyt Dansk Litteraturselskab  Litteraturselskab; 2011(i) with Lindhardt og Ringhof; 2011(ii) and 2012 with Bechs Forlag; 2015 with Rosenkilde","",NA,""
"148",95,48.9013395423792,2.38215042717179,"Paris","Paris","Paris","France","French","1960, 1971",1957,"01/01/1957 00:00","",94,"Geneviève Méker","Jane Eyre","Editions G.P.","3",NA,"","","","",NA,""
"149",223,45.5704713997558,9.1396864141517,"Milan","Milan","Milan","Italy","Italian","1962, 1964, 1968, 1970",1957,"01/01/1957 00:00","",223,"Curzio Siniscalchi","Jane Eyre: romanzo / Jane Eyre: a novel","Lucchi","5",NA,"","","Illustrated by Edgardo dell'Acqua","SBN",NA,""
"150",256,35.7022784733008,139.687750305174,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1967, 1996",1957,"01/01/1957 00:00","",255,"Ryuji Tanabe","ジェーン・エア / Jane Eyre","Kadokawa Shoten","3",NA,"","","","",NA,""
"151",386,37.5093254614519,126.988862483552,"Seoul","Seoul","Seoul","South Korea","Korean","1958",1957,"01/01/1957 00:00","",385,"Ewha University English Novel Class","제인 에어 / Jane Eyre","Ewha Women's University (홍문사  이화여대출판사) ","2",NA,"","","","",NA,""
"152",NA,54.6428811802196,25.3668353082829,"Vilnius","Vilnius","Vilnius","Lithuania","Lithuanian","0",1957,"","",NA,"Unknown","Džeinė Eir","Valstybinė grožinės literatūros leidykla","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"153",27,53.8018070768825,27.5921285818686,"Minsk","Minsk","Minsk","Belarus","Russian","0",1957,"01/01/1957 00:00","",27,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Gosizdat BSSR","1",NA,"","","First Minsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"154",475,59.2031693459762,18.0068458291796,"Stockholm","Stockholm","Stockholm","Sweden","Swedish","1984, 1994, 1996, 2014",1957,"01/01/1957 00:00","",474,"Ingegärd von Tell","Jane Eyre","Natur och kultur","10",NA,"https://www.dropbox.com/s/hgi0xphagii6tnv/1957%20Von%20Tell.jpg?dl=0","","First Stockholm edition of the translation originally published in Helsinki, Finland in 1943","WorldCat / IT",NA,""
"155",485,47.4050196462162,8.58673153776773,"Zürich","Zürich","Zürich","Switzerland","German","1959, 1961",1958,"01/01/1958 00:00","",485,"Bernhard Schindler","Jane Eyre, eine Autobiographie / Jane Eyre, an Autobiography","Diogenes ","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1959%20Schindler.png?role=personal","","Later republished in Berlin (1963)","",NA,""
"156",113,50.0819772047608,8.57805938804026,"Frankfurt am Main, Berlin","Frankfurt","Frankfurt","Germany","German","1981, 1986, 1988, 1989, 1990, 1992, 1993, 1996",1958,"01/01/1958 00:00","",114,"Elisabeth von Arx","Jane Eyre: Roman / Jane Eyre: Novel","Ullstein","9",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1986%20von%20Arx.png?role=personal","","","",NA,""
"157",211,44.4930003824673,11.2430401593001,"Bologna","Bologna","Bologna","Italy","Italian","1959, 1968",1958,"01/01/1958 00:00","",212,"Dante Virgili","Jane Eyre","Capitol","3",NA,"","","","SBN says Virgili is editor; Gaudio says translator, referencing BNCF Marucelliana",NA,""
"158",213,45.4890791615985,10.1659294011849,"Brescia","Brescia","Brescia","Italy","Italian","0",1958,"01/01/1958 00:00","",213,"Unknown","La porta chiusa (Iane Eyre) / The Closed Door (Jane Eyre) ","La Scuola","1",NA,"","","Abridged","SBN",NA,""
"159",341,41.1753970926298,-8.58446231442334,"Porto","Porto","Porto","Portugal","Portuguese","1977, 2012",1958,"01/01/1958 00:00","",341,"Maria Fernanda Cidrais","Jane Eyre","Civilização","3",NA,"","","","",NA,""
"160",NA,53.2691213871516,83.6530827606714,"Barnaul","Barnaul","Barnaul","Russia","Russian","0",1958,"01/01/1958 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Altaiskoe kn. Izdatel'stvo and Gorʹkovskoe knizhnoe izd-vo","",NA,"","","First Barnaul edition of the translation originally published in Moscow and St Petersburg in 1950","",NA,""
"161",348,56.317654533707,43.8375616671496,"Gorkii","Nijnij Novgorod","Gorkii","Russia","Russian","0",1958,"01/01/1958 00:00","",348,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Gorʹkovskoe knizhnoe izd-vo","1",NA,"","","First Gorkii edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"162",31,42.6353317479531,23.3958244470631,"Sofia","Sofia","Sofia","Bulgaria","Bulgarian","1979",1959,"01/01/1959 00:00","",30,"Hristo K'nev"," Джейн Еър / Jane Eyre","Nar. kultura","2",NA,"","","","COBISS",NA,""
"163",83,59.4469606673495,24.737577365157,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","1981, 2007, 2013",1959,"01/01/1959 00:00","",83,"Elvi Raidaru (Kippasto); verses translated by Edla Valdna","Jane Eyre ","Eesti Riiklik Kirjastus","4",NA,"","","The 1981 edition is with Eesti Raamat, a corrected text with the translator’s surname changed to Kippasto, her married name; 2007 with Mediasat Group, an exact reprint of 1981; 2013 with Tänapäev incorporating some minor changes","ESTER: www.ester.ee ",NA,""
"164",NA,41.3069645734175,69.2596792830366,"Tashkent","Tashkent","Tashkent","Uzbekistan","Russian","0",1959,"01/01/1959 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Goslitizdat USSR","1",NA,"","","First Tashkent edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"165",NA,25.128360788285,121.63192930762,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1961,"01/01/1961 00:00","01/01/1961",NA,"Wen Li (李文)","简爱 / Jianai / Jane Eyre","Taipei Dazhongguo Press","",NA,"","","","",NA,""
"166",117,46.5900391297227,14.2491659954938,"Klagenfurt","Klagenfurt","Klagenfurt","Austria","German","0",1961,"01/01/1961 00:00","",117,"Hertha Lorenz","Jane Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Eduard Kaiser Verlag","1",NA,"","","","",NA,""
"167",224,45.5153179533906,9.16664570702172,"Milan","Milan","Milan","Italy","Italian","1968, 1972, ",1961,"01/01/1961 00:00","",224,"E. Giroldo Inglese","Jane Eyre","Fabbri","4",NA,"","","Collection 'libri deliziosi' ('delicious books')","SBN",NA,""
"168",215,43.8113865485193,11.2736192807941,"Florence","Florence","Florence","Italy","Italian","1967",1962,"01/01/1962 00:00","",215,"C. G. Cecioni","Jane Eyre","Sansoni","2",NA,"","","Edizioni scolastiche Sansoni. Collana di classici inglesi ('Sansoni school editions. English classics series')","Translator from Gaudio who references BNCF Marucelliana",NA,""
"169",214,45.6019520644613,10.2350950473766,"Brescia","Brescia","Brescia","Italy","Italian","0",1962,"01/01/1962 00:00","",214,"V. Trabeschi De Toni","Jane Eyre","La Scuola","1",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"170",425,41.4019535244264,2.19448499086615,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",1962,"01/01/1962 00:00","",428,"José Villalva Pinyana","Jane Eyre","Toray","1",NA,"","","Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"171",505,40.9931719708252,29.0322686672241,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1962,"01/01/1962 00:00","",501,"Eser Tutel","Jane Eyre","Altın Kitaplar","1",NA,"","","","National Library of Turkey",NA,""
"172",NA,25.1181897385914,121.598722473581,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1963,"01/01/1963 00:00","01/01/1963",NA,"Weitang Lin (林维堂)","简爱 / Jianai / Jane Eyre","Taipei Wenhua Press","",NA,"","","","",NA,""
"173",107,52.4416452386552,13.4253984755639,"Berlin","Berlin","Berlin","Germany","German","0",1963,"01/01/1963 00:00","",108,"Bernhard Schindler ","Die Waise von Lowood / The Orphan of Lowood","Kinderbuchverlag","1",NA,"","","First Berlin edition of the translation originally published in Zürich in 1958. Illustrated by Renate Jessel","",NA,""
"174",131,38.0225020708385,23.7079362630874,"Athens","Athens","Athens","Greece","Greek","0",1963,"01/01/1963 00:00","",131,"Georgia Deligiannē-Anastasiadē (Γεωργίας Δεληγιάννη - Αναστασιάδη)","Τζέην Έυρ : μυθιστόρημα / Jane Eyre: a Novel","Minōas (Μίνωας) ","3",NA,"https://www.dropbox.com/s/5fj649938k75dnx/1963_%20Deligiann%C4%93-Anastasiad%C4%93.JPG?dl=0","","Juvenile edition; the 2002 edition is with DeAgostini Hellas. Source: National Library of Greece offline catalogue","NLG (National Library of Greece catalogue)",NA,""
"175",156,47.5448986981882,19.1422634481301,"Budapest","Budapest","Budapest","Hungary","Hungarian","0",1963,"01/01/1963 00:00","",156,"Mária Ruzitska","Jane Eyre 1-3. köt. : regény / Jane Eyre Vol. 1-3: Novel ","Szépirodalmi Kiadó ","7",NA,"","","1968, 1986, and 1991 editions are with Európa; 1999 is with Móra. This translation was also published in Bratislava, in what is now Slovakia.  ","WorldCat",NA,""
"176",234,45.3800194249149,9.22081731839037,"Milan","Milan","Milan","Italy","Italian","0",1963,"01/01/1963 00:00","",234,"Unknown","Jane Eyre: romanzo / Jane Eyre:  a novel","C. Del Duca","1",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"177",255,35.7527246522977,139.675302051971,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1967, 1969, 1976, 1989",1963,"01/01/1963 00:00","",254,"Suzue Okanoe","みなし子ジェーン / Minashigo Jein / Jane the Orphan","Iwasaki Shoten","1",NA,"","","","",NA,""
"178",396,37.4656645436203,127.015155941271,"Seoul","Seoul","Seoul","South Korea","Korean","1982, 1988, 1987, 1994, 1996",1963,"01/01/1963 00:00","",395,"Lee, Kunsam","제인 에어 / Jane Eyre","Shinyoung Publisher; JoongAng Media Central Publisher (신영출판사 중앙미디어 중앙출판사)","6",NA,"","","","",NA,""
"179",546,10.75644026347,106.723286599365,"Chợlơn","Chợlơn","Chợlơn","Vietnam","Vietnamese","0",1963,"01/01/1963 00:00","",546,"Unknown","Kiè̂u giang; tiẻ̂u thuyè̂t phóng tác nguyẽ̂n bản của Charlotte Bronti / True Love: Charlotte Brontë's original version","Khải minh","1",NA,"","","","WorldCat",NA,""
"180",94,48.8632846595045,2.25969127292169,"Paris","Paris","Paris","France","French","1972, 1992, 2016",1964,"01/01/1964 00:00","",95,"Charlotte Maurat","Jane Eyre","Le Livre de Poche, Collection 'Classiques'","3",NA,"","","","",NA,""
"181",NA,48.1243334182553,17.1486051289251,"Bratislava","Bratislava","Bratislava","Slovakia","Hungarian","1967, 1968, 1969, 1972, 1976, 1977",1964,"","",NA,"Mária Ruzitska","Jane Eyre","krásnej lit.","",NA,"","","1967 edition is with Tatran; 1968 and later with Madách. This translation was also published in Budapest, Hungary","",NA,""
"182",259,35.6719817588831,139.78725998959,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1964,"01/01/1964 00:00","",258,"Seijiro Tanaka ","ジエイン・エア / Jane Eyre","Syueisha","1",NA,"","","","",NA,""
"183",78,30.1217730088144,31.2447778767417,"Cairo","Cairo","Cairo","Egypt","Arabic","0",1965,"01/01/1965 00:00","",80,"Nūr al-Dimirdāsh"," جین ایر  / Jane Eyre","Egyptian Radio Station","1",NA,"","","","",NA,""
"184",293,52.4124611738782,4.87229546529571,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1991, 1995, 2001, 2003, 2004, 2005, 2007, 2011 ",1965,"01/01/1965 00:00","",293,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"","","The 1991, 2004, and 2007 editions are with Veen; 1995, 2001, 2003, and 2005 are with Pandora. Republished in Wagenigen, Utrecht and Hilversum","WorldCat",NA,""
"185",100,48.7557397614956,2.25983471303602,"Paris et Joinville-le-Pont","Paris","Paris","France","French","1965, 1977",1965,"01/01/1965 00:00","",103,"Frédérique Sauvage","Jane Eyre","Delagrave et Éditions Lito","3",NA,"","","","",NA,""
"186",93,48.8947289489467,2.27215083894675,"Paris","Paris","Paris","France","French","1981, 1984, 1988, 1990, 1998, 1999, 2011, 2012",1966,"01/01/1966 00:00","",96,"Sylvère Monod","Jane Eyre","Garnier-Frères, and Presses Pocket, and Le Grand Livre du Mois","7",NA,"","","","",NA,""
"187",244,41.9349111514936,12.5956692553788,"Rome","Rome","Rome","Italy","Italian","0",1966,"01/01/1966 00:00","",241,"C. Egidi Mattei","Jane Eyre","G. Casini","1",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"188",247,37.4355941883079,15.0907729940283,"Catania","Catania","Catania","Italy","Italian","1980, 1983",1966,"01/01/1966 00:00","",247,"Virginia Galante Garrone","Jane Eyre","Edizioni Paoline","3",NA,"","","Abridged ('riduzione'). First Catania edition of the translation originally published in Turin in 1954","Gaudio, BNCF Marucelliana",NA,""
"189",419,41.4115153348826,2.08884316597436,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1979, 1996",1966,"01/01/1966 00:00","",422,"E. Vergara","Jane Eyre","Círculo de Lectores","2",NA,"https://www.dropbox.com/s/i03oc8a9dus8h9y/1966_Vergara.jpg?dl=0","","","OT (2013)",NA,""
"190",20,51.2293406075373,4.30247809070842,"Antwerp","Antwerp","Antwerp","Belgium","Dutch","0",1967,"01/01/1967 00:00","",20,"Elisabeth de Roos","Jane Eyre","Contact","6",NA,"","","","WorldCat",NA,""
"191",483,46.6114987685553,6.6003607855153,"Lausanne, and Genève, and Paris","Lausanne","Lausanne","Switzerland","French","1973, 1995",1967,"01/01/1967 00:00","",483,"Henriette Guex-Rolle","Jane Eyre","Editions Rencontres, and Edito-service, and Rombaldi","3",NA,"","","","",NA,""
"192",233,45.5435778269205,9.26601896329715,"Milan","Milan","Milan","Italy","Italian","1970, 1974",1967,"01/01/1967 00:00","",233,"Emma De Mattia","Jane Eyre: romanzo / Jane Eyre: a novel","Boschi","1",NA,"","","Illustrated by Musati","SBN",NA,""
